q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,context,speakerA,qud,speakerB,anchor,target,raw_logprob,normalized_logprob,normalized_surprisal
11,Crit1,1,linkedq-acc-repeated,linkedq,acc,repeated,동욱: 정아는 김밥이랑 라면 중에 뭘 먹었어? 지호: 김밥을 먹었어. 라면도 먹었어.,동욱이는 정아와 지호가 김밥과 라면을 먹으러 갔다는 것을 알고 있습니다.,동욱,정아는 김밥이랑 라면 중에 뭘 먹었어?,지호,김밥을 먹었어.,라면도 먹었어.,-68.73101029275273,-11.455168382125455,16.526314617440445
12,Crit1,1,linkedq-acc-contradictory,linkedq,acc,contradictory,동욱: 정아는 김밥이랑 라면 중에 뭘 먹었어? 지호: 김밥을 먹었어. 라면만 먹었어.,동욱이는 정아와 지호가 김밥과 라면을 먹으러 갔다는 것을 알고 있습니다.,동욱,정아는 김밥이랑 라면 중에 뭘 먹었어?,지호,김밥을 먹었어.,라면만 먹었어.,-68.55733617864234,-11.42622269644039,16.48455482024747
13,Crit1,1,linkedq-nun-negated,linkedq,nun,negated,동욱: 정아는 김밥이랑 라면 중에 뭘 먹었어? 지호: 김밥은 먹었어. 라면은 안 먹었어.,동욱이는 정아와 지호가 김밥과 라면을 먹으러 갔다는 것을 알고 있습니다.,동욱,정아는 김밥이랑 라면 중에 뭘 먹었어?,지호,김밥은 먹었어.,라면은 안 먹었어.,-84.62318797550805,-12.089026853644006,17.440779090925716
14,Crit1,1,linkedq-nun-repeated,linkedq,nun,repeated,동욱: 정아는 김밥이랑 라면 중에 뭘 먹었어? 지호: 김밥은 먹었어. 라면도 먹었어.,동욱이는 정아와 지호가 김밥과 라면을 먹으러 갔다는 것을 알고 있습니다.,동욱,정아는 김밥이랑 라면 중에 뭘 먹었어?,지호,김밥은 먹었어.,라면도 먹었어.,-67.06995968613951,-11.178326614356585,16.12691637196936
15,Crit1,1,linkedq-nun-contradictory,linkedq,nun,contradictory,동욱: 정아는 김밥이랑 라면 중에 뭘 먹었어? 지호: 김밥은 먹었어. 라면만 먹었어.,동욱이는 정아와 지호가 김밥과 라면을 먹으러 갔다는 것을 알고 있습니다.,동욱,정아는 김밥이랑 라면 중에 뭘 먹었어?,지호,김밥은 먹었어.,라면만 먹었어.,-66.67788990826969,-11.112981651378282,16.03264351793349
16,Crit1,1,linkedq-zero-negated,linkedq,zero,negated,동욱: 정아는 김밥이랑 라면 중에 뭘 먹었어? 지호: 김밥 먹었어. 라면은 안 먹었어.,동욱이는 정아와 지호가 김밥과 라면을 먹으러 갔다는 것을 알고 있습니다.,동욱,정아는 김밥이랑 라면 중에 뭘 먹었어?,지호,김밥 먹었어.,라면은 안 먹었어.,-81.39089007359809,-11.627270010514012,16.77460478324553
17,Crit1,1,linkedq-zero-repeated,linkedq,zero,repeated,동욱: 정아는 김밥이랑 라면 중에 뭘 먹었어? 지호: 김밥 먹었어. 라면도 먹었어.,동욱이는 정아와 지호가 김밥과 라면을 먹으러 갔다는 것을 알고 있습니다.,동욱,정아는 김밥이랑 라면 중에 뭘 먹었어?,지호,김밥 먹었어.,라면도 먹었어.,-67.64856813696031,-11.27476135616005,16.26604229573863
18,Crit1,1,linkedq-zero-contradictory,linkedq,zero,contradictory,동욱: 정아는 김밥이랑 라면 중에 뭘 먹었어? 지호: 김밥 먹었어. 라면만 먹었어.,동욱이는 정아와 지호가 김밥과 라면을 먹으러 갔다는 것을 알고 있습니다.,동욱,정아는 김밥이랑 라면 중에 뭘 먹었어?,지호,김밥 먹었어.,라면만 먹었어.,-67.27106315587159,-11.211843859311932,16.1752715350507
19,Crit2,2,whq-acc-negated,whq,acc,negated,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다. 연우: 성호는 뭘 들었어? 지혜: 전공 수업을 들었어. 실습 수업은 안 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 뭘 들었어?,지혜,전공 수업을 들었어.,실습 수업은 안 들었어.,-85.65593447186623,-10.706991808983279,15.446923985658929
20,Crit2,2,whq-acc-repeated,whq,acc,repeated,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다. 연우: 성호는 뭘 들었어? 지혜: 전공 수업을 들었어. 실습 수업도 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 뭘 들었어?,지혜,전공 수업을 들었어.,실습 수업도 들었어.,-74.0790388748205,-10.58271983926007,15.267637431217752
21,Crit2,2,whq-acc-contradictory,whq,acc,contradictory,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다. 연우: 성호는 뭘 들었어? 지혜: 전공 수업을 들었어. 실습 수업만 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 뭘 들었어?,지혜,전공 수업을 들었어.,실습 수업만 들었어.,-74.71796811876497,-10.673995445537853,15.399320295748842
22,Crit2,2,whq-nun-negated,whq,nun,negated,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다. 연우: 성호는 뭘 들었어? 지혜: 전공 수업은 들었어. 실습 수업은 안 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 뭘 들었어?,지혜,전공 수업은 들었어.,실습 수업은 안 들었어.,-86.27634244110352,-10.78454280513794,15.558806423227256
23,Crit2,2,whq-nun-repeated,whq,nun,repeated,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다. 연우: 성호는 뭘 들었어? 지혜: 전공 수업은 들었어. 실습 수업도 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 뭘 들었어?,지혜,전공 수업은 들었어.,실습 수업도 들었어.,-73.97788593108771,-10.568269418726816,15.246789881175665
24,Crit2,2,whq-nun-contradictory,whq,nun,contradictory,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다. 연우: 성호는 뭘 들었어? 지혜: 전공 수업은 들었어. 실습 수업만 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 뭘 들었어?,지혜,전공 수업은 들었어.,실습 수업만 들었어.,-76.95934784720416,-10.994192549600594,15.861267069887166
25,Crit2,2,whq-zero-negated,whq,zero,negated,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다. 연우: 성호는 뭘 들었어? 지혜: 전공 수업 들었어. 실습 수업은 안 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 뭘 들었어?,지혜,전공 수업 들었어.,실습 수업은 안 들었어.,-83.6861983533462,-10.460774794168275,15.091707919402838
26,Crit2,2,whq-zero-repeated,whq,zero,repeated,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다. 연우: 성호는 뭘 들었어? 지혜: 전공 수업 들었어. 실습 수업도 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 뭘 들었어?,지혜,전공 수업 들었어.,실습 수업도 들었어.,-72.41345559791587,-10.344779371130839,14.92436189782091
27,Crit2,2,whq-zero-contradictory,whq,zero,contradictory,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다. 연우: 성호는 뭘 들었어? 지혜: 전공 수업 들었어. 실습 수업만 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 뭘 들었어?,지혜,전공 수업 들었어.,실습 수업만 들었어.,-72.94433566107232,-10.420619380153187,15.033775902738427
28,Crit2,2,linkedq-acc-negated,linkedq,acc,negated,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업을 들었어. 실습 수업은 안 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 전공 수업이랑 실습 수업 중에 뭘 들었어?,지혜,전공 수업을 들었어.,실습 수업은 안 들었어.,-86.17409158778901,-10.771761448473626,15.540366823351818
29,Crit2,2,linkedq-acc-repeated,linkedq,acc,repeated,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업을 들었어. 실습 수업도 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 전공 수업이랑 실습 수업 중에 뭘 들었어?,지혜,전공 수업을 들었어.,실습 수업도 들었어.,-72.77431282881291,-10.39633040411613,14.998734317461492
30,Crit2,2,linkedq-acc-contradictory,linkedq,acc,contradictory,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업을 들었어. 실습 수업만 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 전공 수업이랑 실습 수업 중에 뭘 들었어?,지혜,전공 수업을 들었어.,실습 수업만 들었어.,-74.97127870725903,-10.710182672465576,15.451527428580992
31,Crit2,2,linkedq-nun-negated,linkedq,nun,negated,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업은 들었어. 실습 수업은 안 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 전공 수업이랑 실습 수업 중에 뭘 들었어?,지혜,전공 수업은 들었어.,실습 수업은 안 들었어.,-87.26285425392965,-10.907856781741206,15.736710885745087
32,Crit2,2,linkedq-nun-repeated,linkedq,nun,repeated,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업은 들었어. 실습 수업도 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 전공 수업이랑 실습 수업 중에 뭘 들었어?,지혜,전공 수업은 들었어.,실습 수업도 들었어.,-73.38244155456253,-10.483205936366076,15.12406921701308
33,Crit2,2,linkedq-nun-contradictory,linkedq,nun,contradictory,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업은 들었어. 실습 수업만 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 전공 수업이랑 실습 수업 중에 뭘 들었어?,지혜,전공 수업은 들었어.,실습 수업만 들었어.,-77.22838622526984,-11.032626603609978,15.916715689007763
34,Crit2,2,linkedq-zero-negated,linkedq,zero,negated,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업 들었어. 실습 수업은 안 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 전공 수업이랑 실습 수업 중에 뭘 들었어?,지혜,전공 수업 들었어.,실습 수업은 안 들었어.,-84.7899272621197,-10.598740907764963,15.290750947299502
35,Crit2,2,linkedq-zero-repeated,linkedq,zero,repeated,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업 들었어. 실습 수업도 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 전공 수업이랑 실습 수업 중에 뭘 들었어?,지혜,전공 수업 들었어.,실습 수업도 들었어.,-71.45134843607113,-10.207335490867305,14.726072293364174
36,Crit2,2,linkedq-zero-contradictory,linkedq,zero,contradictory,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업 들었어. 실습 수업만 들었어.,연우는 성호와 지혜가 전공 수업과 실습 수업을 들을 수 있었다는 것을 알고 있습니다.,연우,성호는 전공 수업이랑 실습 수업 중에 뭘 들었어?,지혜,전공 수업 들었어.,실습 수업만 들었어.,-72.95413626774857,-10.422019466821224,15.035795800831218
37,Crit3,3,whq-acc-negated,whq,acc,negated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 메기는 못 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어를 잡았어.,메기는 못 잡았어.,-111.02644604981563,-13.878305756226954,20.022162890449383
38,Crit3,3,whq-acc-repeated,whq,acc,repeated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어를 잡았어.,메기도 잡았어.,-86.39654508767966,-14.399424181279942,20.773977857989195
39,Crit3,3,whq-acc-contradictory,whq,acc,contradictory,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어를 잡았어.,메기만 잡았어.,-95.50851006629651,-13.644072866613786,19.684236262191373
40,Crit3,3,whq-nun-negated,whq,nun,negated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 메기는 못 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어는 잡았어.,메기는 못 잡았어.,-111.28378441044595,-13.910473051305743,20.068570487538363
41,Crit3,3,whq-nun-repeated,whq,nun,repeated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어는 잡았어.,메기도 잡았어.,-85.98056212348048,-14.330093687246746,20.67395509806512
42,Crit3,3,whq-nun-contradictory,whq,nun,contradictory,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어는 잡았어.,메기만 잡았어.,-97.20742600282291,-13.886775143260417,20.034381633121928
43,Crit3,3,whq-zero-negated,whq,zero,negated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어 잡았어. 메기는 못 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어 잡았어.,메기는 못 잡았어.,-109.07439966415825,-13.634299958019781,19.67013693542774
44,Crit3,3,whq-zero-repeated,whq,zero,repeated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어 잡았어.,메기도 잡았어.,-85.35183200074715,-14.22530533345786,20.522777459710976
45,Crit3,3,whq-zero-contradictory,whq,zero,contradictory,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어 잡았어.,메기만 잡았어.,-93.82467145345713,-13.403524493351018,19.33719831699127
46,Crit3,3,linkedq-acc-negated,linkedq,acc,negated,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어를 잡았어. 메기는 못 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어를 잡았어.,메기는 못 잡았어.,-113.25946302913032,-14.15743287864129,20.42485820573415
47,Crit3,3,linkedq-acc-repeated,linkedq,acc,repeated,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어를 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어를 잡았어.,메기도 잡았어.,-85.63827391598376,-14.27304565266396,20.59165218148007
48,Crit3,3,linkedq-acc-contradictory,linkedq,acc,contradictory,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어를 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어를 잡았어.,메기만 잡았어.,-97.07807541516634,-13.868296487880906,20.00772256864361
49,Crit3,3,linkedq-nun-negated,linkedq,nun,negated,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어는 잡았어. 메기는 못 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어는 잡았어.,메기는 못 잡았어.,-114.28153006544471,-14.285191258180589,20.60917458632751
50,Crit3,3,linkedq-nun-repeated,linkedq,nun,repeated,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어는 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어는 잡았어.,메기도 잡았어.,-84.42772994990052,-14.07128832498342,20.30057788537235
51,Crit3,3,linkedq-nun-contradictory,linkedq,nun,contradictory,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어는 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어는 잡았어.,메기만 잡았어.,-98.18964058831509,-14.02709151261644,20.236815363347407
52,Crit3,3,linkedq-zero-negated,linkedq,zero,negated,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어 잡았어. 메기는 못 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어 잡았어.,메기는 못 잡았어.,-111.60967935996412,-13.951209919995515,20.12734136597844
53,Crit3,3,linkedq-zero-repeated,linkedq,zero,repeated,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어 잡았어.,메기도 잡았어.,-85.0106820083625,-14.16844700139375,20.440748226008868
54,Crit3,3,linkedq-zero-contradictory,linkedq,zero,contradictory,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어 잡았어.,메기만 잡았어.,-95.39008571039692,-13.627155101485274,19.659829086337542
55,Crit4,4,whq-acc-negated,whq,acc,negated,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발을 샀어. 가방은 안 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발을 샀어.,가방은 안 샀어.,-74.16295911852082,-12.360493186420136,17.83242222299015
56,Crit4,4,whq-acc-repeated,whq,acc,repeated,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발을 샀어. 가방도 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발을 샀어.,가방도 샀어.,-62.68860038590044,-12.537720077180088,18.088106579401703
57,Crit4,4,whq-acc-contradictory,whq,acc,contradictory,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발을 샀어. 가방만 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발을 샀어.,가방만 샀어.,-62.806322663160856,-12.56126453263217,18.122074048522855
58,Crit4,4,whq-nun-negated,whq,nun,negated,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발은 샀어. 가방은 안 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발은 샀어.,가방은 안 샀어.,-74.72902238335446,-12.45483706389241,17.968531667157638
59,Crit4,4,whq-nun-repeated,whq,nun,repeated,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발은 샀어. 가방도 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발은 샀어.,가방도 샀어.,-62.27969539784449,-12.455939079568898,17.970121539709087
60,Crit4,4,whq-nun-contradictory,whq,nun,contradictory,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발은 샀어. 가방만 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발은 샀어.,가방만 샀어.,-64.23658318893759,-12.847316637787518,18.534760002066324
