,q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,context,speakerA,qud,speakerB,anchor,target,raw_logprob,normalized_logprob,normalized_surprisal
19,38,Crit3,3,whq-acc-repeated,whq,acc,repeated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어를 잡았어.,메기도 잡았어.,-89.24650861882797,-14.874418103137996,21.45924923350621
20,39,Crit3,3,whq-acc-contradictory,whq,acc,contradictory,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어를 잡았어.,메기만 잡았어.,-94.47508541114736,-13.49644077302105,19.47124817288908
21,40,Crit3,3,whq-nun-negated,whq,nun,negated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 메기는 못 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어는 잡았어.,메기는 못 잡았어.,-112.98762602267604,-14.123453252834503,20.37583596809144
22,41,Crit3,3,whq-nun-repeated,whq,nun,repeated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어는 잡았어.,메기도 잡았어.,-89.07767848813577,-14.84627974802263,21.418654168122497
23,42,Crit3,3,whq-nun-contradictory,whq,nun,contradictory,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어는 잡았어.,메기만 잡았어.,-96.27341960944229,-13.753345658491757,19.84188357713781
24,43,Crit3,3,whq-zero-negated,whq,zero,negated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어 잡았어. 메기는 못 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어 잡았어.,메기는 못 잡았어.,-110.64337357049206,-13.830421696311507,19.953080794671735
25,44,Crit3,3,whq-zero-repeated,whq,zero,repeated,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어 잡았어. 메기도 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어 잡았어.,메기도 잡았어.,-87.84654465781368,-14.64109077630228,21.122629056176443
26,45,Crit3,3,whq-zero-contradictory,whq,zero,contradictory,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어 잡았어. 메기만 잡았어.,창욱이는 태연이와 나영이가 잉어와 메기를 잡으러 갔다는 것을 알고 있습니다.,창욱,태연이는 뭘 잡았어?,나영,잉어 잡았어.,메기만 잡았어.,-92.46507062961184,-13.209295804230264,19.056985550398394
27,55,Crit4,4,whq-acc-negated,whq,acc,negated,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발을 샀어. 가방은 안 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발을 샀어.,가방은 안 샀어.,-79.50456673484216,-13.250761122473692,19.11680735939707
28,56,Crit4,4,whq-acc-repeated,whq,acc,repeated,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발을 샀어. 가방도 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발을 샀어.,가방도 샀어.,-65.80972071114871,-13.161944142229745,18.98867154245239
29,57,Crit4,4,whq-acc-contradictory,whq,acc,contradictory,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발을 샀어. 가방만 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발을 샀어.,가방만 샀어.,-61.829828471688096,-12.36596569433762,17.84031738302393
30,58,Crit4,4,whq-nun-negated,whq,nun,negated,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발은 샀어. 가방은 안 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발은 샀어.,가방은 안 샀어.,-80.86022791085229,-13.476704651808715,19.44277496868966
31,59,Crit4,4,whq-nun-repeated,whq,nun,repeated,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발은 샀어. 가방도 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발은 샀어.,가방도 샀어.,-65.92401337445163,-13.184802674890326,19.02164943416381
32,60,Crit4,4,whq-nun-contradictory,whq,nun,contradictory,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발은 샀어. 가방만 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발은 샀어.,가방만 샀어.,-62.37198425622658,-12.474396851245316,17.99675047537252
33,61,Crit4,4,whq-zero-negated,whq,zero,negated,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발 샀어. 가방은 안 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발 샀어.,가방은 안 샀어.,-78.03454723137365,-13.005757871895607,18.763342384786394
34,62,Crit4,4,whq-zero-repeated,whq,zero,repeated,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발 샀어. 가방도 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발 샀어.,가방도 샀어.,-63.93279979446318,-12.786559958892637,18.447106642723792
35,63,Crit4,4,whq-zero-contradictory,whq,zero,contradictory,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다. 지윤: 슬기는 뭘 샀어? 태우: 신발 샀어. 가방만 샀어.,지윤이는 슬기와 태우가 신발과 가방을 사러 갔다는 것을 알고 있습니다.,지윤,슬기는 뭘 샀어?,태우,신발 샀어.,가방만 샀어.,-60.23016587422748,-12.046033174845496,17.378752323733533
36,73,Crit5,5,whq-acc-negated,whq,acc,negated,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다. 재욱: 은숙이는 뭘 탔어? 혜지: 롤러코스터를 탔어. 범퍼카는 안 탔어.,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다.,재욱,은숙이는 뭘 탔어?,혜지,롤러코스터를 탔어.,범퍼카는 안 탔어.,-112.63005391322162,-14.078756739152702,20.311352529457675
37,74,Crit5,5,whq-acc-repeated,whq,acc,repeated,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다. 재욱: 은숙이는 뭘 탔어? 혜지: 롤러코스터를 탔어. 범퍼카도 탔어.,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다.,재욱,은숙이는 뭘 탔어?,혜지,롤러코스터를 탔어.,범퍼카도 탔어.,-99.85494153773026,-14.26499164824718,20.580032709248684
38,75,Crit5,5,whq-acc-contradictory,whq,acc,contradictory,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다. 재욱: 은숙이는 뭘 탔어? 혜지: 롤러코스터를 탔어. 범퍼카만 탔어.,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다.,재욱,은숙이는 뭘 탔어?,혜지,롤러코스터를 탔어.,범퍼카만 탔어.,-95.6747000737524,-13.66781429625034,19.718487904991644
39,76,Crit5,5,whq-nun-negated,whq,nun,negated,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다. 재욱: 은숙이는 뭘 탔어? 혜지: 롤러코스터는 탔어. 범퍼카는 안 탔어.,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다.,재욱,은숙이는 뭘 탔어?,혜지,롤러코스터는 탔어.,범퍼카는 안 탔어.,-111.77408662827656,-13.971760828534569,20.1569900598135
40,77,Crit5,5,whq-nun-repeated,whq,nun,repeated,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다. 재욱: 은숙이는 뭘 탔어? 혜지: 롤러코스터는 탔어. 범퍼카도 탔어.,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다.,재욱,은숙이는 뭘 탔어?,혜지,롤러코스터는 탔어.,범퍼카도 탔어.,-99.10027358825488,-14.15718194117927,20.42449617950212
41,78,Crit5,5,whq-nun-contradictory,whq,nun,contradictory,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다. 재욱: 은숙이는 뭘 탔어? 혜지: 롤러코스터는 탔어. 범퍼카만 탔어.,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다.,재욱,은숙이는 뭘 탔어?,혜지,롤러코스터는 탔어.,범퍼카만 탔어.,-97.90078468626754,-13.985826383752508,20.177282366573767
42,79,Crit5,5,whq-zero-negated,whq,zero,negated,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다. 재욱: 은숙이는 뭘 탔어? 혜지: 롤러코스터 탔어. 범퍼카는 안 탔어.,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다.,재욱,은숙이는 뭘 탔어?,혜지,롤러코스터 탔어.,범퍼카는 안 탔어.,-113.17734673065593,-14.14716834133199,20.410049608661005
43,80,Crit5,5,whq-zero-repeated,whq,zero,repeated,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다. 재욱: 은숙이는 뭘 탔어? 혜지: 롤러코스터 탔어. 범퍼카도 탔어.,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다.,재욱,은숙이는 뭘 탔어?,혜지,롤러코스터 탔어.,범퍼카도 탔어.,-100.24367422175392,-14.320524888821993,20.66015024003046
44,81,Crit5,5,whq-zero-contradictory,whq,zero,contradictory,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다. 재욱: 은숙이는 뭘 탔어? 혜지: 롤러코스터 탔어. 범퍼카만 탔어.,재욱이는 은숙이와 혜지가 롤러코스터와 범퍼카가 있는 놀이공원에 갔다는 것을 알고 있습니다.,재욱,은숙이는 뭘 탔어?,혜지,롤러코스터 탔어.,범퍼카만 탔어.,-95.95509855942636,-13.707871222775193,19.7762778342423
45,91,Crit6,6,whq-acc-negated,whq,acc,negated,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료를 모았어. 설문 자료는 안 모았어.,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료를 모았어.,설문 자료는 안 모았어.,-80.67555568311654,-11.525079383302364,16.627174872141953
46,92,Crit6,6,whq-acc-repeated,whq,acc,repeated,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료를 모았어. 설문 자료도 모았어.,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료를 모았어.,설문 자료도 모았어.,-71.28632231031764,-11.881053718386276,17.14073728005126
47,93,Crit6,6,whq-acc-contradictory,whq,acc,contradictory,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료를 모았어. 설문 자료만 모았어.,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료를 모았어.,설문 자료만 모았어.,-70.05555855932134,-11.675926426553556,16.84480115337321
48,94,Crit6,6,whq-nun-negated,whq,nun,negated,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료는 모았어. 설문 자료는 안 모았어.,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료는 모았어.,설문 자료는 안 모았어.,-80.77324545913297,-11.539035065590424,16.64730866577116
49,95,Crit6,6,whq-nun-repeated,whq,nun,repeated,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료는 모았어. 설문 자료도 모았어.,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료는 모았어.,설문 자료도 모았어.,-71.09288346672409,-11.84881391112068,17.09422506998997
50,96,Crit6,6,whq-nun-contradictory,whq,nun,contradictory,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료는 모았어. 설문 자료만 모았어.,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료는 모았어.,설문 자료만 모았어.,-70.34885507755686,-11.72480917959281,16.915324058767943
51,97,Crit6,6,whq-zero-negated,whq,zero,negated,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료 모았어. 설문 자료는 안 모았어.,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료 모았어.,설문 자료는 안 모았어.,-78.40157231927031,-11.200224617038616,16.1585085118441
52,98,Crit6,6,whq-zero-repeated,whq,zero,repeated,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료 모았어. 설문 자료도 모았어.,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료 모았어.,설문 자료도 모았어.,-68.95134631980072,-11.49189105330012,16.579294233032332
53,99,Crit6,6,whq-zero-contradictory,whq,zero,contradictory,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료 모았어. 설문 자료만 모았어.,주현이는 상엽이와 민수가 인터뷰 자료와 설문 자료를 모아야 했다는 것을 알고 있습니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료 모았어.,설문 자료만 모았어.,-67.7272830476789,-11.287880507946484,16.284969230961583
54,109,Crit7,7,whq-acc-negated,whq,acc,negated,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자를 옮겼어. 소파는 안 옮겼어.,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자를 옮겼어.,소파는 안 옮겼어.,-79.30032237459596,-13.216720395765996,19.06769697178762
55,110,Crit7,7,whq-acc-repeated,whq,acc,repeated,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자를 옮겼어. 소파도 옮겼어.,영환이는 진혁이와 지연이가 탁자와 소파를 옮겨야 했다는 것을 알고 있습니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자를 옮겼어.,소파도 옮겼어.,-66.38630247657247,-13.277260495314492,19.15503787318116
