Unnamed: 0,q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,acc_no_ws,acc_ws,null_no_ws,null_ws,nun_no_ws,nun_ws,verbatim_no_ws,verbatim_ws,vb_one_no_ws,vb_one_ws,vb_both_no_ws,vb_both_ws,acc_no_ws_logprob,acc_ws_logprob,null_no_ws_logprob,null_ws_logprob,nun_no_ws_logprob,nun_ws_logprob,verbatim_no_ws_logprob,verbatim_ws_logprob,vb_one_no_ws_logprob,vb_one_ws_logprob,vb_both_no_ws_logprob,vb_both_ws_logprob
88,89,Crit12,12,WhQ-One,WhQ,One,시우: 기환이는 뭘 마셨어? 현숙: ,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: ,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,맥주 마셨어.,맥주는 마셨어.,맥주만 마셨어.,맥주만 마셨어.,맥주랑 소주를 둘 다 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어.,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어.,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어.,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주만 마셨어.,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주만 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주만 마셨어.,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주만 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주랑 소주를 둘 다 마셨어.,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주랑 소주를 둘 다 마셨어.,-13.983744604294197,-14.397947819671588,-12.8696706190797,-13.517145988347028,-13.403877266180125,-13.680183207327602,-13.10507568354798,-13.839750990408495,-13.10507568354798,-13.839750990408495,-12.082897583382696,-12.75557045829956
89,90,Crit12,12,WhQ-Both,WhQ,Both,시우: 기환이는 뭘 마셨어? 현숙: ,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: ,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,맥주 마셨어.,맥주는 마셨어.,맥주랑 소주를 둘 다 마셨어.,맥주만 마셨어.,맥주랑 소주를 둘 다 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어.,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어.,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어.,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주랑 소주를 둘 다 마셨어.,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주랑 소주를 둘 다 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주만 마셨어.,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주만 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주랑 소주를 둘 다 마셨어.,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주랑 소주를 둘 다 마셨어.,-13.983744604294197,-14.302607257290433,-12.8696706190797,-13.57460780855433,-13.403877266180125,-13.590623351177165,-12.082897583382696,-12.700089202503776,-13.10507568354798,-13.820084334784262,-12.082897583382696,-12.700089202503776
96,97,Crit13,13,WhQ-One,WhQ,One,재효: 찬욱이는 뭘 찍었어? 석준: ,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: ,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,운동장 찍었어.,운동장은 찍었어.,운동장만 찍었어.,운동장만 찍었어.,운동장이랑 강당을 둘 다 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어.,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어.,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어.,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,-11.194331941628962,-10.94302111491519,-10.559606018118137,-10.206830149422018,-10.57358738608946,-10.603456660235883,-10.809608882749728,-10.83163945224852,-10.809608882749728,-10.83163945224852,-10.298784991923696,-10.548682973298323
97,98,Crit13,13,WhQ-Both,WhQ,Both,재효: 찬욱이는 뭘 찍었어? 석준: ,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: ,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,운동장 찍었어.,운동장은 찍었어.,운동장이랑 강당을 둘 다 찍었어.,운동장만 찍었어.,운동장이랑 강당을 둘 다 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,-11.194331941628962,-10.96967978682654,-10.559606018118137,-10.335557361850068,-10.57358738608946,-10.539453864744084,-10.298784991923696,-10.710027338134768,-10.809608882749728,-10.85375751184295,-10.298784991923696,-10.710027338134768
104,105,Crit14,14,WhQ-One,WhQ,One,호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,메달 땄어.,메달은 땄어.,메달만 땄어.,메달만 땄어.,메달이랑 상금을 둘 다 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,-12.362323710160618,-12.038809136838232,-11.904730468436018,-11.378098104105106,-11.828156056299232,-11.261677731940528,-12.313839863168178,-12.058803804763476,-12.313839863168178,-12.058803804763476,-10.841713330218363,-10.801282999668562
105,106,Crit14,14,WhQ-Both,WhQ,Both,호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,메달 땄어.,메달은 땄어.,메달이랑 상금을 둘 다 땄어.,메달만 땄어.,메달이랑 상금을 둘 다 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,-12.362323710160618,-11.98378888342726,-11.904730468436018,-11.417470939510329,-11.828156056299232,-11.275160430383828,-10.841713330218363,-10.93573491311944,-12.313839863168178,-12.09195069334255,-10.841713330218363,-10.93573491311944
112,113,Crit15,15,WhQ-One,WhQ,One,혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,식사비 냈어.,식사비는 냈어.,식사비만 냈어.,식사비만 냈어.,식사비랑 활동비를 둘 다 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,-12.270562229379378,-12.423284602070275,-12.256115090725572,-12.363344737145132,-11.974020170027089,-12.191946509201108,-12.409524535046565,-12.45498038558638,-12.409524535046565,-12.45498038558638,-11.293169139669686,-11.799263267426811
113,114,Crit15,15,WhQ-Both,WhQ,Both,혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,식사비 냈어.,식사비는 냈어.,식사비랑 활동비를 둘 다 냈어.,식사비만 냈어.,식사비랑 활동비를 둘 다 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,-12.270562229379378,-12.480050374360331,-12.256115090725572,-12.475814343580875,-11.974020170027089,-12.196834771126255,-11.293169139669686,-11.896394545784744,-12.409524535046565,-12.683451745076807,-11.293169139669686,-11.896394545784744
120,121,Crit16,16,WhQ-One,WhQ,One,태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,샌드위치 만들었어.,샌드위치는 만들었어.,샌드위치만 만들었어.,샌드위치만 만들었어.,샌드위치랑 쿠키를 둘 다 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,-11.652276740079918,-11.48035458629918,-10.896601823871864,-10.648192735095789,-10.922367136721943,-10.564534438265625,-10.865838599595392,-11.06974258088074,-10.865838599595392,-11.06974258088074,-10.868077043561652,-10.787752889314104
121,122,Crit16,16,WhQ-Both,WhQ,Both,태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,샌드위치 만들었어.,샌드위치는 만들었어.,샌드위치랑 쿠키를 둘 다 만들었어.,샌드위치만 만들었어.,샌드위치랑 쿠키를 둘 다 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,-11.652276740079918,-11.79951791714896,-10.896601823871864,-11.077159270268329,-10.922367136721943,-10.803277355367806,-10.868077043561652,-11.171081458922114,-10.865838599595392,-11.171015464838362,-10.868077043561652,-11.171081458922114
128,129,Crit17,17,WhQ-One,WhQ,One,보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,꽃 받았어.,꽃은 받았어.,꽃만 받았어.,꽃만 받았어.,꽃이랑 선물을 둘 다 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,-11.59222314050368,-11.713240807780302,-11.29749653117803,-11.281874787912797,-11.214669605081925,-11.25265258373821,-11.711390684394749,-12.02900388668649,-11.711390684394749,-12.02900388668649,-11.04014718069674,-10.685931392949527
129,130,Crit17,17,WhQ-Both,WhQ,Both,보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,꽃 받았어.,꽃은 받았어.,꽃이랑 선물을 둘 다 받았어.,꽃만 받았어.,꽃이랑 선물을 둘 다 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,-11.59222314050368,-11.756036335880529,-11.29749653117803,-11.470642424816791,-11.214669605081925,-11.36636257971602,-11.04014718069674,-10.663809178370144,-11.711390684394749,-12.031470778006415,-11.04014718069674,-10.663809178370144
