,q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,acc_no_ws,acc_ws,null_no_ws,null_ws,nun_no_ws,nun_ws,verbatim_no_ws,verbatim_ws,vb_one_no_ws,vb_one_ws,vb_both_no_ws,vb_both_ws,acc_no_ws_logprob,acc_ws_logprob,null_no_ws_logprob,null_ws_logprob,nun_no_ws_logprob,nun_ws_logprob,verbatim_no_ws_logprob,verbatim_ws_logprob,vb_one_no_ws_logprob,vb_one_ws_logprob,vb_both_no_ws_logprob,vb_both_ws_logprob
72,73,Crit10,10,WhQ-One,WhQ,One,규현: 동준이는 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다.,규현,동준이는 뭘 시켰어?,성재,칼국수를 시켰어.,칼국수 시켰어.,칼국수는 시켰어.,칼국수만 시켰어.,칼국수만 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,-0.46095174267604394,-0.5027819017827097,-0.6465819289404258,-0.8213702973686663,-0.9287293243085017,-0.8406109384420598,-0.848331506910786,-0.26325602047392316,-0.8483315114562405,-0.2632429806193777,-0.754677668555001,-0.6586770327694891
73,74,Crit10,10,WhQ-Both,WhQ,Both,규현: 동준이는 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다.,규현,동준이는 뭘 시켰어?,성재,칼국수를 시켰어.,칼국수 시켰어.,칼국수는 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,칼국수만 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,-0.46095174267604394,-1.5045902352157001,-0.6464410824566573,-1.9451546027173368,-0.9273492380029199,-1.4595159456095637,-0.7544846374774001,-0.309578522881572,-0.8483315114562405,-1.1638273122683365,-0.754668072957596,-0.309578522881572
74,75,Crit10,10,LinkedWhQ-One,LinkedWhQ,One,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다.,규현,동준이는 칼국수랑 수제비 중에 뭘 시켰어?,성재,칼국수를 시켰어.,칼국수 시켰어.,칼국수는 시켰어.,칼국수만 시켰어.,칼국수만 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수를 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수를 시켰어.,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수 시켰어.,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수는 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수는 시켰어.,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,-0.11094428264178365,-0.5830355417661273,-0.3024913420370416,-0.8194912386462921,-0.6531090485499791,-0.8596265824415545,-0.5701336147292677,-0.2723117995448454,-0.5699249677265178,-0.27321949626669545,-0.28207858222250476,-0.5846724631828063
75,76,Crit10,10,LinkedWhQ-Both,LinkedWhQ,Both,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다.,규현,동준이는 칼국수랑 수제비 중에 뭘 시켰어?,성재,칼국수를 시켰어.,칼국수 시켰어.,칼국수는 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,칼국수만 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수를 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수를 시켰어.,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수 시켰어.,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수는 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수는 시켰어.,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 중에 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,-0.11122271907142002,-1.6860020275122558,-0.3032292636907442,-1.7967834146658406,-0.6495060091549791,-1.5955127099184823,-0.29003793447708326,-0.346021534617585,-0.5699879284974495,-1.2395312678408363,-0.28205090772250474,-0.34950655893717175
76,77,Crit10,10,DQ-One,DQ,One,규현: 동준이는 칼국수나 수제비 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다.,규현,동준이는 칼국수나 수제비 시켰어?,성재,칼국수를 시켰어.,칼국수 시켰어.,칼국수는 시켰어.,칼국수만 시켰어.,칼국수만 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수를 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수를 시켰어.,규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수 시켰어.,규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수는 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수는 시켰어.,규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,-0.25993891889970455,-0.5578216767959832,-0.2797862888045106,-0.7124761736506157,-0.27654268243552277,-0.6585633673765364,-0.2997764811454772,-0.21400526168929315,-0.2997764811454772,-0.21400526168929315,-0.3290264545825325,-0.627603807642015
77,78,Crit10,10,DQ-Both,DQ,Both,규현: 동준이는 칼국수나 수제비 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다.,규현,동준이는 칼국수나 수제비 시켰어?,성재,칼국수를 시켰어.,칼국수 시켰어.,칼국수는 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,칼국수만 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수를 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수를 시켰어.,규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수 시켰어.,규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수는 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수는 시켰어.,규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수나 수제비 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,-0.2601548603148864,-1.3611366699105139,-0.2797862888045106,-1.453264823599542,-0.27676972964097724,-1.1578135712632711,-0.3290264545825325,-0.29024161940298576,-0.2997764811454772,-0.9673395289136046,-0.32853344976557247,-0.2909459434893925
78,79,Crit10,10,CQ-One,CQ,One,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다.,규현,동준이는 칼국수랑 수제비 시켰어?,성재,칼국수를 시켰어.,칼국수 시켰어.,칼국수는 시켰어.,칼국수만 시켰어.,칼국수만 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수를 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수를 시켰어.,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수 시켰어.,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수는 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수는 시켰어.,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,-0.657281650175209,-0.6382805194330431,-0.5990275013980316,-0.6678086926828393,-0.5222764536601362,-0.6219782961346023,-0.5014246780793,-0.1590533901929068,-0.5013612299492999,-0.15911979091199774,-0.49433416348752324,-0.6261602660963231
79,80,Crit10,10,CQ-Both,CQ,Both,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다.,규현,동준이는 칼국수랑 수제비 시켰어?,성재,칼국수를 시켰어.,칼국수 시켰어.,칼국수는 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,칼국수만 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수를 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수를 시켰어.,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수 시켰어.,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수는 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수는 시켰어.,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 칼국수랑 수제비 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,-0.6550444208551182,-1.4463153987897295,-0.5984538879725156,-1.6118397679733183,-0.5222764536601362,-1.3450036862283208,-0.49438037898927323,-0.47704703609470755,-0.5029484284947546,-1.1958718764924114,-0.510195682852115,-0.4763751366000613
80,81,Crit11,11,WhQ-One,WhQ,One,하영: 범수는 뭘 이겼어? 승우: ,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: ,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다.,하영,범수는 뭘 이겼어?,승우,달리기를 이겼어.,달리기 이겼어.,달리기는 이겼어.,달리기만 이겼어.,달리기만 이겼어.,달리기랑 멀리뛰기를 둘 다 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기를 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기를 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기랑 멀리뛰기를 둘 다 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기랑 멀리뛰기를 둘 다 이겼어.,-0.5956820211756514,-0.22083565485686732,-0.8012963264342106,-0.2762020297609342,-1.0379972612057424,-0.36228326009316136,-1.1448713869166514,-0.02594291523176045,-1.1440624640066515,-0.02594291523176045,-0.7725813896539837,-0.4188825324584124
81,82,Crit11,11,WhQ-Both,WhQ,Both,하영: 범수는 뭘 이겼어? 승우: ,승우는 범수가 달리기와 멀리뛰기를 둘 다 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: ,승우는 범수가 달리기와 멀리뛰기를 둘 다 이겼다고 답하려고 합니다.,하영,범수는 뭘 이겼어?,승우,달리기를 이겼어.,달리기 이겼어.,달리기는 이겼어.,달리기랑 멀리뛰기를 둘 다 이겼어.,달리기만 이겼어.,달리기랑 멀리뛰기를 둘 다 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기를 이겼어.,승우는 범수가 달리기와 멀리뛰기를 둘 다 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기를 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어.,승우는 범수가 달리기와 멀리뛰기를 둘 다 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어.,승우는 범수가 달리기와 멀리뛰기를 둘 다 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기랑 멀리뛰기를 둘 다 이겼어.,승우는 범수가 달리기와 멀리뛰기를 둘 다 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기랑 멀리뛰기를 둘 다 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,승우는 범수가 달리기와 멀리뛰기를 둘 다 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기랑 멀리뛰기를 둘 다 이겼어.,승우는 범수가 달리기와 멀리뛰기를 둘 다 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기랑 멀리뛰기를 둘 다 이겼어.,-0.5952434246691204,-0.6188975975690251,-0.7876218810844211,-1.0843158078852184,-1.0379972612057424,-1.1075602976988705,-0.7725813896539837,-0.19637555394039305,-1.144820440553015,-0.7097065902143841,-0.7725813896539837,-0.19388536897639308
82,83,Crit11,11,LinkedWhQ-One,LinkedWhQ,One,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: ,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: ,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다.,하영,범수는 달리기랑 멀리뛰기 중에 뭘 이겼어?,승우,달리기를 이겼어.,달리기 이겼어.,달리기는 이겼어.,달리기만 이겼어.,달리기만 이겼어.,달리기랑 멀리뛰기를 둘 다 이겼어.,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기를 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기를 이겼어.,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기 이겼어.,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기는 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기는 이겼어.,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기만 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기만 이겼어.,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기만 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기만 이겼어.,하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기랑 멀리뛰기를 둘 다 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 달리기랑 멀리뛰기 중에 뭘 이겼어? 승우: 달리기랑 멀리뛰기를 둘 다 이겼어.,-0.18147349358448406,-0.24698709940998365,-0.37020065520013945,-0.3343905215178258,-0.4596741273399841,-0.39771021046121313,-0.48759817398725686,-0.05935409707824955,-0.482872192876515,-0.05371573975173363,-0.33302310130139606,-0.2976893925597974
