Unnamed: 0,q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,acc_no_ws,acc_ws,null_no_ws,null_ws,nun_no_ws,nun_ws,verbatim_no_ws,verbatim_ws,vb_one_no_ws,vb_one_ws,vb_both_no_ws,vb_both_ws,acc_no_ws_logprob,acc_ws_logprob,null_no_ws_logprob,null_ws_logprob,nun_no_ws_logprob,nun_ws_logprob,verbatim_no_ws_logprob,verbatim_ws_logprob,vb_one_no_ws_logprob,vb_one_ws_logprob,vb_both_no_ws_logprob,vb_both_ws_logprob
97,98,Crit13,13,WhQ-Both,WhQ,Both,재효: 찬욱이는 뭘 찍었어? 석준: ,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: ,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,운동장 찍었어.,운동장은 찍었어.,운동장이랑 강당을 둘 다 찍었어.,운동장만 찍었어.,운동장이랑 강당을 둘 다 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,-10.4231117444744,-10.438531599923946,-9.795849655179058,-9.91794979527571,-10.223947538011029,-10.508953728558174,-9.834158238659594,-10.164455975608766,-10.377023958148524,-10.643396069557962,-9.834158238659594,-10.164455975608766
104,105,Crit14,14,WhQ-One,WhQ,One,호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,메달 땄어.,메달은 땄어.,메달만 땄어.,메달만 땄어.,메달이랑 상금을 둘 다 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,-12.437063696865575,-12.015102654944023,-12.712535574298348,-12.04296714556321,-12.574710701107213,-11.861922738166768,-11.91314590683896,-12.046935143714943,-11.91314590683896,-12.046935143714943,-10.806851762876253,-10.874762437795615
105,106,Crit14,14,WhQ-Both,WhQ,Both,호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,메달 땄어.,메달은 땄어.,메달이랑 상금을 둘 다 땄어.,메달만 땄어.,메달이랑 상금을 둘 다 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,-12.437063696865575,-11.856475497961672,-12.712535574298348,-11.624456286031013,-12.574710701107213,-11.754461903959584,-10.806851762876253,-10.866783617469416,-11.91314590683896,-11.942155046394484,-10.806851762876253,-10.866783617469416
112,113,Crit15,15,WhQ-One,WhQ,One,혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,식사비 냈어.,식사비는 냈어.,식사비만 냈어.,식사비만 냈어.,식사비랑 활동비를 둘 다 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,-12.013141453609046,-12.973338025030973,-11.71421275049008,-12.468300846671236,-11.90114978674482,-12.688516442347035,-11.63428125922085,-12.556931554213635,-11.63428125922085,-12.556931554213635,-11.152088324419406,-12.1204218326484
113,114,Crit15,15,WhQ-Both,WhQ,Both,혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,식사비 냈어.,식사비는 냈어.,식사비랑 활동비를 둘 다 냈어.,식사비만 냈어.,식사비랑 활동비를 둘 다 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,-12.013141453609046,-12.833126180047346,-11.71421275049008,-12.388915387639775,-11.90114978674482,-12.69725497043256,-11.152088324419406,-12.162388221781136,-11.63428125922085,-12.543564189727988,-11.152088324419406,-12.162388221781136
120,121,Crit16,16,WhQ-One,WhQ,One,태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,샌드위치 만들었어.,샌드위치는 만들었어.,샌드위치만 만들었어.,샌드위치만 만들었어.,샌드위치랑 쿠키를 둘 다 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,-11.17052564419707,-11.574092129023342,-10.355614746292057,-11.158760519230938,-10.50650504473724,-11.32574970387543,-10.455248575842326,-11.242107619505376,-10.455248575842326,-11.242107619505376,-10.669199179742687,-10.819556054594594
121,122,Crit16,16,WhQ-Both,WhQ,Both,태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,샌드위치 만들었어.,샌드위치는 만들었어.,샌드위치랑 쿠키를 둘 다 만들었어.,샌드위치만 만들었어.,샌드위치랑 쿠키를 둘 다 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,-11.17052564419707,-11.574653841466734,-10.355614746292057,-11.10101815945886,-10.50650504473724,-11.60177271506798,-10.669199179742687,-10.827231013929374,-10.455248575842326,-11.189546584426791,-10.669199179742687,-10.827231013929374
128,129,Crit17,17,WhQ-One,WhQ,One,보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,꽃 받았어.,꽃은 받았어.,꽃만 받았어.,꽃만 받았어.,꽃이랑 선물을 둘 다 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,-11.49414353655071,-11.474548419819016,-11.541861679340135,-11.46960942384928,-11.512072377340216,-11.511765909640229,-11.536829923347971,-11.837427065357382,-11.536829923347971,-11.837427065357382,-11.247032840377036,-10.941488312172032
129,130,Crit17,17,WhQ-Both,WhQ,Both,보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,꽃 받았어.,꽃은 받았어.,꽃이랑 선물을 둘 다 받았어.,꽃만 받았어.,꽃이랑 선물을 둘 다 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,-11.49414353655071,-11.69574591697909,-11.541861679340135,-11.802033781435847,-11.512072377340216,-12.160525630159707,-11.247032840377036,-11.05362574292187,-11.536829923347971,-12.21780891429546,-11.247032840377036,-11.05362574292187
136,137,Crit18,18,WhQ-One,WhQ,One,미희: 지영이는 뭘 도왔어? 윤주: ,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: ,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다.,미희,지영이는 뭘 도왔어?,윤주,설거지를 도왔어.,설거지 도왔어.,설거지는 도왔어.,설거지만 도왔어.,설거지만 도왔어.,설거지랑 청소를 둘 다 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어.,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지 도왔어.,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지는 도왔어.,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지는 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지만 도왔어.,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지만 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지만 도왔어.,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지만 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지랑 청소를 둘 다 도왔어.,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지랑 청소를 둘 다 도왔어.,-12.237779362101945,-12.331278025721456,-12.172118302642204,-12.285174769276164,-12.062865544450188,-12.244147055790744,-12.762405090245627,-13.851026216923932,-12.762405090245627,-13.851026216923932,-11.180297726808544,-11.250699458830448
137,138,Crit18,18,WhQ-Both,WhQ,Both,미희: 지영이는 뭘 도왔어? 윤주: ,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: ,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다.,미희,지영이는 뭘 도왔어?,윤주,설거지를 도왔어.,설거지 도왔어.,설거지는 도왔어.,설거지랑 청소를 둘 다 도왔어.,설거지만 도왔어.,설거지랑 청소를 둘 다 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어.,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지 도왔어.,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지는 도왔어.,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지는 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지랑 청소를 둘 다 도왔어.,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지랑 청소를 둘 다 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지만 도왔어.,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지만 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지랑 청소를 둘 다 도왔어.,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지랑 청소를 둘 다 도왔어.,-12.237779362101945,-12.462277695510291,-12.172118302642204,-12.408427180691532,-12.062865544450188,-12.528907130618943,-11.180297726808544,-11.316615675485782,-12.762405090245627,-13.295731562789635,-11.180297726808544,-11.316615675485782
144,145,Crit19,19,WhQ-One,WhQ,One,찬혁: 동우는 뭘 내놓았어? 용석: ,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: ,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다.,찬혁,동우는 뭘 내놓았어?,용석,텔레비전을 내놓았어.,텔레비전 내놓았어.,텔레비전은 내놓았어.,텔레비전만 내놓았어.,텔레비전만 내놓았어.,텔레비전이랑 선풍기를 둘 다 내놓았어.,찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전을 내놓았어.,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전을 내놓았어.,찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전 내놓았어.,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전 내놓았어.,찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전은 내놓았어.,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전은 내놓았어.,찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전만 내놓았어.,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전만 내놓았어.,찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전만 내놓았어.,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전만 내놓았어.,찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전이랑 선풍기를 둘 다 내놓았어.,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전이랑 선풍기를 둘 다 내놓았어.,-11.434047532904737,-11.76766649653716,-11.25656719676108,-11.637194723910524,-11.399561628754592,-11.70314063283726,-11.468876248626591,-11.9952058425738,-11.468876248626591,-11.9952058425738,-10.65528564719678,-10.719951972412977
