Unnamed: 0,q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,acc_no_ws,acc_ws,null_no_ws,null_ws,nun_no_ws,nun_ws,verbatim_no_ws,verbatim_ws,vb_one_no_ws,vb_one_ws,vb_both_no_ws,vb_both_ws,acc_no_ws_logprob,acc_ws_logprob,null_no_ws_logprob,null_ws_logprob,nun_no_ws_logprob,nun_ws_logprob,verbatim_no_ws_logprob,verbatim_ws_logprob,vb_one_no_ws_logprob,vb_one_ws_logprob,vb_both_no_ws_logprob,vb_both_ws_logprob
97,98,Crit13,13,WhQ-Both,WhQ,Both,재효: 찬욱이는 뭘 찍었어? 석준: ,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: ,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,운동장 찍었어.,운동장은 찍었어.,운동장이랑 강당을 둘 다 찍었어.,운동장만 찍었어.,운동장이랑 강당을 둘 다 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,-11.424631063377248,-11.146928981354664,-10.82023392080259,-10.612200315730792,-10.731348080580505,-10.79627278849558,-10.582864752092371,-10.362325663157671,-11.353699724432502,-11.414640278415064,-10.582864752092371,-10.362325663157671
104,105,Crit14,14,WhQ-One,WhQ,One,호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,메달 땄어.,메달은 땄어.,메달만 땄어.,메달만 땄어.,메달이랑 상금을 둘 다 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,-12.589532063405642,-12.39513958573824,-12.28223914307044,-12.091187277495408,-12.036592454777969,-11.814997043502483,-12.520134870373996,-12.418651583436509,-12.520134870373996,-12.418651583436509,-11.426190802576055,-11.554194438563584
105,106,Crit14,14,WhQ-Both,WhQ,Both,호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,메달 땄어.,메달은 땄어.,메달이랑 상금을 둘 다 땄어.,메달만 땄어.,메달이랑 상금을 둘 다 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,-12.589532063405642,-12.41472838342006,-12.28223914307044,-12.15906876838191,-12.036592454777969,-11.7435965706461,-11.426190802576055,-11.648318210362422,-12.520134870373996,-12.673458552134754,-11.426190802576055,-11.648318210362422
112,113,Crit15,15,WhQ-One,WhQ,One,혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,식사비 냈어.,식사비는 냈어.,식사비만 냈어.,식사비만 냈어.,식사비랑 활동비를 둘 다 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,-12.442183271562088,-12.792245210912425,-11.803377223460036,-12.25053855556357,-11.601856371773046,-12.125717739200017,-11.832098508549407,-12.29963985027411,-11.832098508549407,-12.29963985027411,-11.484229721537984,-11.325098730549431
113,114,Crit15,15,WhQ-Both,WhQ,Both,혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,식사비 냈어.,식사비는 냈어.,식사비랑 활동비를 둘 다 냈어.,식사비만 냈어.,식사비랑 활동비를 둘 다 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,-12.442183271562088,-12.852652664135723,-11.803377223460036,-12.3167335812535,-11.601856371773046,-12.211702451256151,-11.484229721537984,-11.782984728823916,-11.832098508549407,-12.493597016208383,-11.484229721537984,-11.782984728823916
120,121,Crit16,16,WhQ-One,WhQ,One,태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,샌드위치 만들었어.,샌드위치는 만들었어.,샌드위치만 만들었어.,샌드위치만 만들었어.,샌드위치랑 쿠키를 둘 다 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,-12.022431963343868,-11.966403151622847,-11.227584469903652,-11.2875773181062,-11.052409372757808,-11.393251499771116,-10.885474206656456,-11.141551977274284,-10.885474206656456,-11.141551977274284,-11.080677089926793,-10.88695610808804
121,122,Crit16,16,WhQ-Both,WhQ,Both,태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,샌드위치 만들었어.,샌드위치는 만들었어.,샌드위치랑 쿠키를 둘 다 만들었어.,샌드위치만 만들었어.,샌드위치랑 쿠키를 둘 다 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,-12.022431963343868,-12.236985208055907,-11.227584469903652,-11.46859649974424,-11.052409372757808,-11.629058739545078,-11.080677089926793,-11.071302942657312,-10.885474206656456,-11.30430644181765,-11.080677089926793,-11.071302942657312
128,129,Crit17,17,WhQ-One,WhQ,One,보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,꽃 받았어.,꽃은 받았어.,꽃만 받았어.,꽃만 받았어.,꽃이랑 선물을 둘 다 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,-11.585350186321255,-11.67500434396109,-11.104319330947003,-10.88511591054035,-11.182397970931632,-11.216515556048444,-12.286848817502843,-11.716774836091377,-12.286848817502843,-11.716774836091377,-10.906762165903272,-10.494108673750691
129,130,Crit17,17,WhQ-Both,WhQ,Both,보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,꽃 받았어.,꽃은 받았어.,꽃이랑 선물을 둘 다 받았어.,꽃만 받았어.,꽃이랑 선물을 둘 다 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,-11.585350186321255,-11.768434447619624,-11.104319330947003,-11.110048499681394,-11.182397970931632,-11.347907526415838,-10.906762165903272,-10.943737748424798,-12.286848817502843,-12.153224852432318,-10.906762165903272,-10.943737748424798
136,137,Crit18,18,WhQ-One,WhQ,One,미희: 지영이는 뭘 도왔어? 윤주: ,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: ,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다.,미희,지영이는 뭘 도왔어?,윤주,설거지를 도왔어.,설거지 도왔어.,설거지는 도왔어.,설거지만 도왔어.,설거지만 도왔어.,설거지랑 청소를 둘 다 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어.,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지 도왔어.,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지는 도왔어.,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지는 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지만 도왔어.,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지만 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지만 도왔어.,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지만 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지랑 청소를 둘 다 도왔어.,윤주는 지영이가 설거지와 청소 중에 설거지만 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지랑 청소를 둘 다 도왔어.,-12.87260732905905,-12.443803879000615,-11.926349515798153,-11.56822733153986,-12.187266558260925,-11.924176921072869,-12.78569671135318,-13.1577729268096,-12.78569671135318,-13.1577729268096,-11.482198780120909,-11.012083835382128
137,138,Crit18,18,WhQ-Both,WhQ,Both,미희: 지영이는 뭘 도왔어? 윤주: ,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: ,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다.,미희,지영이는 뭘 도왔어?,윤주,설거지를 도왔어.,설거지 도왔어.,설거지는 도왔어.,설거지랑 청소를 둘 다 도왔어.,설거지만 도왔어.,설거지랑 청소를 둘 다 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어.,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지를 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지 도왔어.,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지는 도왔어.,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지는 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지랑 청소를 둘 다 도왔어.,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지랑 청소를 둘 다 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지만 도왔어.,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지만 도왔어.,미희: 지영이는 뭘 도왔어? 윤주: 설거지랑 청소를 둘 다 도왔어.,윤주는 지영이가 설거지와 청소를 둘 다 도왔다고 답하려고 합니다. 미희: 지영이는 뭘 도왔어? 윤주: 설거지랑 청소를 둘 다 도왔어.,-12.87260732905905,-12.528446363009888,-11.926349515798153,-11.78009218525346,-12.187266558260925,-12.207684203362,-11.482198780120909,-11.14475746769867,-12.78569671135318,-13.203601450024095,-11.482198780120909,-11.14475746769867
144,145,Crit19,19,WhQ-One,WhQ,One,찬혁: 동우는 뭘 내놓았어? 용석: ,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: ,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다.,찬혁,동우는 뭘 내놓았어?,용석,텔레비전을 내놓았어.,텔레비전 내놓았어.,텔레비전은 내놓았어.,텔레비전만 내놓았어.,텔레비전만 내놓았어.,텔레비전이랑 선풍기를 둘 다 내놓았어.,찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전을 내놓았어.,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전을 내놓았어.,찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전 내놓았어.,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전 내놓았어.,찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전은 내놓았어.,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전은 내놓았어.,찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전만 내놓았어.,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전만 내놓았어.,찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전만 내놓았어.,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전만 내놓았어.,찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전이랑 선풍기를 둘 다 내놓았어.,용석이는 동우가 텔레비전과 선풍기 중에 텔레비전만 내놓았다고 답하려고 합니다. 찬혁: 동우는 뭘 내놓았어? 용석: 텔레비전이랑 선풍기를 둘 다 내놓았어.,-12.798101562992937,-12.826425207840904,-12.574610614846522,-12.628776421176124,-12.584380437449065,-12.432477742511011,-12.709615563367704,-12.604220299274472,-12.709615563367704,-12.604220299274472,-11.330649446864776,-11.755049263598693
