,q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,acc_no_ws,acc_ws,null_no_ws,null_ws,nun_no_ws,nun_ws,verbatim_no_ws,verbatim_ws,vb_one_no_ws,vb_one_ws,vb_both_no_ws,vb_both_ws,acc_no_ws_logprob,acc_ws_logprob,null_no_ws_logprob,null_ws_logprob,nun_no_ws_logprob,nun_ws_logprob,verbatim_no_ws_logprob,verbatim_ws_logprob,vb_one_no_ws_logprob,vb_one_ws_logprob,vb_both_no_ws_logprob,vb_both_ws_logprob
88,89,Crit12,12,WhQ-One,WhQ,One,시우: 기환이는 뭘 마셨어? 현숙: ,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: ,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,맥주 마셨어.,맥주는 마셨어.,맥주만 마셨어.,맥주만 마셨어.,맥주랑 소주를 둘 다 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어.,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어.,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어.,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주만 마셨어.,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주만 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주만 마셨어.,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주만 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주랑 소주를 둘 다 마셨어.,현숙이는 기환이가 맥주와 소주 중에 맥주만 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주랑 소주를 둘 다 마셨어.,-11.250673122606988,-12.021990328898818,-9.217753484504877,-9.99571620410245,-10.59968024728495,-11.468952191713834,-9.507112506387447,-10.3509440790874,-9.507112506387447,-10.3509440790874,-9.839585607679908,-10.625549532909503
89,90,Crit12,12,WhQ-Both,WhQ,Both,시우: 기환이는 뭘 마셨어? 현숙: ,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: ,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다.,시우,기환이는 뭘 마셨어?,현숙,맥주를 마셨어.,맥주 마셨어.,맥주는 마셨어.,맥주랑 소주를 둘 다 마셨어.,맥주만 마셨어.,맥주랑 소주를 둘 다 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어.,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주를 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어.,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어.,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주는 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주랑 소주를 둘 다 마셨어.,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주랑 소주를 둘 다 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주만 마셨어.,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주만 마셨어.,시우: 기환이는 뭘 마셨어? 현숙: 맥주랑 소주를 둘 다 마셨어.,현숙이는 기환이가 맥주와 소주를 둘 다 마셨다고 답하려고 합니다. 시우: 기환이는 뭘 마셨어? 현숙: 맥주랑 소주를 둘 다 마셨어.,-11.250673122606988,-11.890722599708425,-9.217753484504877,-10.001082408938169,-10.59968024728495,-11.504646608072285,-9.839585607679908,-10.996240109162043,-9.507112506387447,-10.358708865201804,-9.839585607679908,-10.996240109162043
96,97,Crit13,13,WhQ-One,WhQ,One,재효: 찬욱이는 뭘 찍었어? 석준: ,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: ,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,운동장 찍었어.,운동장은 찍었어.,운동장만 찍었어.,운동장만 찍었어.,운동장이랑 강당을 둘 다 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어.,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어.,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어.,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,석준이는 찬욱이가 운동장과 강당 중에 운동장만 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,-9.586394526759259,-10.591925938068302,-8.189262857172984,-9.021449924520523,-9.547602025339794,-10.233692937671327,-8.266884927790779,-9.07717140070208,-8.266884927790779,-9.07717140070208,-9.57991004121229,-10.64581138024895
97,98,Crit13,13,WhQ-Both,WhQ,Both,재효: 찬욱이는 뭘 찍었어? 석준: ,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: ,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다.,재효,찬욱이는 뭘 찍었어?,석준,운동장을 찍었어.,운동장 찍었어.,운동장은 찍었어.,운동장이랑 강당을 둘 다 찍었어.,운동장만 찍었어.,운동장이랑 강당을 둘 다 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장을 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장은 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장만 찍었어.,재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,석준이는 찬욱이가 운동장과 강당을 둘 다 찍었다고 답하려고 합니다. 재효: 찬욱이는 뭘 찍었어? 석준: 운동장이랑 강당을 둘 다 찍었어.,-9.586394526759259,-10.54657632204295,-8.189262857172984,-8.885778432832703,-9.547602025339794,-10.211911072851539,-9.57991004121229,-11.053422395137366,-8.266884927790779,-8.949639395796355,-9.57991004121229,-11.053422395137366
104,105,Crit14,14,WhQ-One,WhQ,One,호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,메달 땄어.,메달은 땄어.,메달만 땄어.,메달만 땄어.,메달이랑 상금을 둘 다 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,지은이는 상혁이가 메달과 상금 중에 메달만 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,-12.078950211939732,-12.52191276764169,-10.20869997515181,-10.842373803844067,-11.51581614473792,-12.380360475399618,-10.08716802440058,-10.816610000199862,-10.08716802440058,-10.816610000199862,-10.379755305066004,-11.1650427659193
105,106,Crit14,14,WhQ-Both,WhQ,Both,호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: ,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다.,호준,상혁이는 뭘 땄어?,지은,메달을 땄어.,메달 땄어.,메달은 땄어.,메달이랑 상금을 둘 다 땄어.,메달만 땄어.,메달이랑 상금을 둘 다 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달을 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달은 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달만 땄어.,호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,지은이는 상혁이가 메달과 상금을 둘 다 땄다고 답하려고 합니다. 호준: 상혁이는 뭘 땄어? 지은: 메달이랑 상금을 둘 다 땄어.,-12.078950211939732,-12.383576440368133,-10.20869997515181,-10.884668996517215,-11.51581614473792,-12.254298118986862,-10.379755305066004,-11.375056287156246,-10.08716802440058,-10.79594835505773,-10.379755305066004,-11.375056287156246
112,113,Crit15,15,WhQ-One,WhQ,One,혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,식사비 냈어.,식사비는 냈어.,식사비만 냈어.,식사비만 냈어.,식사비랑 활동비를 둘 다 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,동민이는 진영이가 식사비와 활동비 중에 식사비만 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,-11.894372218556713,-12.132304020498909,-9.823840454865866,-10.21433970213447,-11.941014982517368,-12.333631340657243,-9.534584463296609,-10.025562811592897,-9.534584463296609,-10.025562811592897,-10.108452635035793,-10.640248631766763
113,114,Crit15,15,WhQ-Both,WhQ,Both,혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: ,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다.,혁수,진영이는 뭘 냈어?,동민,식사비를 냈어.,식사비 냈어.,식사비는 냈어.,식사비랑 활동비를 둘 다 냈어.,식사비만 냈어.,식사비랑 활동비를 둘 다 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비를 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비는 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비만 냈어.,혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,동민이는 진영이가 식사비와 활동비를 둘 다 냈다고 답하려고 합니다. 혁수: 진영이는 뭘 냈어? 동민: 식사비랑 활동비를 둘 다 냈어.,-11.894372218556713,-12.187537088314015,-9.823840454865866,-10.434795488895755,-11.941014982517368,-12.422840360138064,-10.108452635035793,-10.96248802425443,-9.534584463296609,-10.2512179214324,-10.108452635035793,-10.96248802425443
120,121,Crit16,16,WhQ-One,WhQ,One,태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,샌드위치 만들었어.,샌드위치는 만들었어.,샌드위치만 만들었어.,샌드위치만 만들었어.,샌드위치랑 쿠키를 둘 다 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,하연이는 가은이가 샌드위치와 쿠키 중에 샌드위치만 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,-12.329397293198426,-11.91703551939286,-10.790743041400779,-11.179138669568056,-12.152537889190748,-11.729210673394325,-10.485501578497193,-10.821962317093936,-10.485501578497193,-10.821962317093936,-10.337304789174569,-10.863441868191755
121,122,Crit16,16,WhQ-Both,WhQ,Both,태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: ,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다.,태윤,가은이는 뭘 만들었어?,하연,샌드위치를 만들었어.,샌드위치 만들었어.,샌드위치는 만들었어.,샌드위치랑 쿠키를 둘 다 만들었어.,샌드위치만 만들었어.,샌드위치랑 쿠키를 둘 다 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치를 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치는 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치만 만들었어.,태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,하연이는 가은이가 샌드위치와 쿠키를 둘 다 만들었다고 답하려고 합니다. 태윤: 가은이는 뭘 만들었어? 하연: 샌드위치랑 쿠키를 둘 다 만들었어.,-12.329397293198426,-12.211274088476811,-10.790743041400779,-11.216337462791882,-12.152537889190748,-12.060771194731448,-10.337304789174569,-11.009357885051818,-10.485501578497193,-10.844265991352405,-10.337304789174569,-11.009357885051818
128,129,Crit17,17,WhQ-One,WhQ,One,보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,꽃 받았어.,꽃은 받았어.,꽃만 받았어.,꽃만 받았어.,꽃이랑 선물을 둘 다 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,희연이는 정화가 꽃과 선물 중에 꽃만 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,-10.393850231849513,-10.544129613478919,-9.642354765246468,-9.730666395423409,-9.613863099198745,-9.930001582051677,-9.339556427477506,-9.912121611624217,-9.339556427477506,-9.912121611624217,-8.764929805103945,-9.051857051397583
129,130,Crit17,17,WhQ-Both,WhQ,Both,보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: ,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,꽃 받았어.,꽃은 받았어.,꽃이랑 선물을 둘 다 받았어.,꽃만 받았어.,꽃이랑 선물을 둘 다 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃만 받았어.,보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,희연이는 정화가 꽃과 선물을 둘 다 받았다고 답하려고 합니다. 보미: 정화는 뭘 받았어? 희연: 꽃이랑 선물을 둘 다 받았어.,-10.393850231849513,-10.663250130205876,-9.642354765246468,-9.899264664334034,-9.613863099198745,-10.201302190497218,-8.764929805103945,-9.547995453277256,-9.339556427477506,-9.801038209040522,-8.764929805103945,-9.547995453277256
